condition,n_features,accuracy,precision,recall,f1,fpr
original_26feat_giwrf,26,0.9208813098187825,0.9078892064559516,0.9529912644489544,0.9298936673985105,0.11845945945945946
pruned_21feat_shap_informed,21,0.9225088665403488,0.9100728513075336,0.9534765728403777,0.9312692564583198,0.11543243243243244
