feature_set,n_features,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std
best_17feat_shap_pruned,17,0.9256862459311082,6.65260843296274e-06,0.9183622955767541,9.54111396800145e-07,0.9494308656136946,1.2082470605851448e-05,0.9336381857795011,6.3349988189762996e-06,0.10340540540540541,0.0
full_42feat,42,0.9137905067288539,5.43183203980503e-06,0.894181639723761,9.75764541956553e-07,0.9566354892790965,9.865295938881246e-06,0.9243548452221759,5.126708257324954e-06,0.1387027027027027,0.0
